userID,poiID,numberofPhotos,startTime,stopTime,seqID,poiTheme,poiFreq,temperature (C),precipitation (mm),cloud_cover (%),windspeed (km/h)
22733286@N00,F723,5,1274975374,1274975533,1051,palazzidifirenze,59,14.9,0.0,100.0,1.0
22733286@N00,F808,4,1274975558,1274975679,1051,pontidifirenze,228,15.0,0.0,100.0,1.0
22733286@N00,F465,1,1274975887,1274975887,1051,piazzedifirenze,1,14.9,0.0,100.0,1.0
22733286@N00,F435,8,1274976394,1274976583,1051,giardinidifirenze,85,14.5,0.0,100.0,1.8
22733286@N00,F431,41,1274976758,1274978792,1051,piazzedifirenze,481,14.3,0.0,100.0,1.8
22733286@N00,F435,5,1274978891,1274979152,1051,giardinidifirenze,85,14.5,0.0,100.0,1.8
22733286@N00,F475,5,1274982632,1274982664,1051,architetturemilitaridifirenze,40,14.4,0.0,100.0,3.4
22733286@N00,F481,9,1274983128,1274983273,1051,piazzedifirenze,30,14.5,0.0,100.0,3.4
22733286@N00,F896,1,1274985372,1274985372,1051,chiesededicateasantamariadegliangeli,6,14.5,0.0,100.0,4.7
22733286@N00,F640,3,1274985379,1274985440,1051,museietruschi,9,14.6,0.0,100.0,4.7
22733286@N00,F636,10,1274985491,1274985718,1051,piazzedifirenze,117,14.6,0.0,100.0,4.7
22733286@N00,F670,6,1275041997,1275046235,1052,tabernacolidifirenze,33,20.0,0.0,27.0,5.5
22733286@N00,F567,8,1275052105,1275052326,1052,fontanedifirenze,120,17.4,0.0,11.0,4.0
22733286@N00,FIPOIHPC1000000528,1,1275052603,1275052603,1052,palazzidifirenze,18,17.4,0.0,11.0,4.0
22733286@N00,F520,8,1275052715,1275053213,1052,basilicadisantamarianovella,24,17.2,0.0,11.0,4.0
22733286@N00,F515,10,1275053412,1275053631,1052,piazzedifirenze,196,17.1,0.0,11.0,4.0
22733286@N00,F128,6,1275054121,1275054398,1052,esercizistoricidifirenze,216,17.4,0.0,11.0,4.0
22733286@N00,F103,7,1275054491,1275055353,1052,palazzidifirenze,100,17.4,0.0,11.0,4.0
22733286@N00,F698,4,1275055670,1275055765,1052,caffèstoricidifirenze,204,16.9,0.0,81.0,3.7
22733286@N00,FIPOIHPC1000000700,6,1275055993,1275056097,1052,stradedifirenze,83,16.9,0.0,81.0,3.7
22733286@N00,F151,7,1275056314,1275056566,1052,piazzedifirenze,780,16.9,0.0,81.0,3.7
22733286@N00,F152,4,1275056659,1275056744,1052,palazzovecchio,543,16.9,0.0,81.0,3.7
22733286@N00,F151,2,1275056816,1275056836,1052,piazzedifirenze,780,16.9,0.0,81.0,3.7
22733286@N00,FIPOIHPC1000001020,5,1275056877,1275057088,1052,torridifirenze,33,16.9,0.0,81.0,3.7
22733286@N00,F237,1,1275057231,1275057231,1052,uffizi,40,16.8,0.0,81.0,3.7
22733286@N00,F152,3,1275057295,1275057516,1052,palazzovecchio,543,16.9,0.0,81.0,3.7
22733286@N00,F151,17,1275057676,1275058850,1052,piazzedifirenze,780,16.9,0.0,81.0,3.7
22733286@N00,F235,5,1275058944,1275059153,1052,museidiscultura,357,16.4,0.0,96.0,3.0
22733286@N00,F249,8,1275059238,1275059458,1052,torridifirenze,567,16.4,0.0,96.0,3.0
22733286@N00,F236,4,1275059498,1275059641,1052,uffizi,515,16.6,0.0,96.0,3.0
22733286@N00,F880,2,1275059697,1275059716,1052,torridifirenze,385,16.4,0.0,96.0,3.0
22733286@N00,F256,21,1275059742,1275060208,1052,pontidifirenze,1150,16.6,0.0,96.0,3.0
22733286@N00,F268,4,1275060492,1275060554,1052,torridifirenze,120,16.5,0.0,96.0,3.0
22733286@N00,FIPOIHPC1000000867,3,1275060672,1275060745,1052,palazzopitti,71,16.4,0.0,96.0,3.0
22733286@N00,F305,2,1275060843,1275061044,1052,piazzedifirenze,102,16.1,0.0,96.0,3.0
22733286@N00,F246,1,1275062391,1275062391,1052,piazzedifirenze,61,16.5,0.0,96.0,3.0
22733286@N00,FIPOIHPC1000000943,2,1275062597,1275062600,1052,residenzedeiguicciardini,5,15.9,0.0,98.0,3.1
22733286@N00,F715,1,1275062767,1275062767,1052,palazzidifirenze,47,15.9,0.0,98.0,3.1
22733286@N00,F702,7,1275063044,1275063226,1052,architetturegotichedellatoscana,483,15.9,0.0,98.0,3.1
22733286@N00,F708,146,1275063688,1275069392,1052,scultureafirenze,32,15.9,0.0,98.0,3.1
22733286@N00,FIPOIHPC1000000423,1,1275070115,1275070115,1052,chiesesconsacratedifirenze,8,14.3,0.0,99.0,1.5
22733286@N00,FIPOIHPC1000001017,1,1275071224,1275071224,1052,stradedifirenze,55,14.3,0.0,99.0,1.5
22733286@N00,F670,3,1275084153,1275084201,1052,tabernacolidifirenze,33,15.7,0.0,99.0,2.3
22733286@N00,F670,2,1275133685,1275134630,1053,tabernacolidifirenze,33,19.2,0.0,20.0,7.0
22733286@N00,F632,4,1275139740,1275141963,1053,musicaafirenze,40,18.4,0.0,52.0,5.3
22733286@N00,FIPOIHPC1000000600,9,1275148641,1275148963,1053,dipintisusanfrancescod'assisi,10,17.5,0.0,24.0,5.4
22733286@N00,F708,5,1275149615,1275149953,1053,scultureafirenze,32,17.0,0.0,45.0,5.9
22733286@N00,F211,8,1275153227,1275154998,1053,bargello,61,16.4,0.0,48.0,4.9
22733286@N00,F133,1,1275156630,1275156630,1053,stradedifirenze,66,15.9,0.0,87.0,4.1
22733286@N00,F804,1,1275156763,1275156763,1053,chiesededicateasanbiagio,7,15.9,0.0,87.0,4.1
22733286@N00,F110,40,1275158405,1275161296,1053,cattedraledisantamariadelfiore,753,16.0,0.0,87.0,4.1
22733286@N00,F107,6,1275162121,1275162266,1053,sculturedilorenzoghiberti,969,15.4,0.0,84.0,4.2
22733286@N00,F665,1,1275162437,1275162437,1053,residenzedeimedici,36,15.4,0.0,84.0,4.2
22733286@N00,F670,3,1275169565,1275169597,1053,tabernacolidifirenze,33,14.3,0.0,100.0,3.3
22733286@N00,FIPOIHPC1000001017,2,1275170669,1275171452,1053,stradedifirenze,55,15.9,0.0,100.0,3.0
22733286@N00,F670,6,1275217226,1275222978,1054,tabernacolidifirenze,33,18.4,0.0,70.0,7.8
22733286@N00,F545,7,1275230799,1275231823,1054,architetturedigiovannimichelucci,143,16.0,0.0,91.0,6.6
22733286@N00,F670,2,1281331533,1281332620,1055,tabernacolidifirenze,33,27.6,0.0,21.0,11.0
22733286@N00,F119,1,1281333641,1281333641,1055,cattedralidedicateamaria,571,27.7,0.0,2.0,10.1
22733286@N00,F119,2,1281375411,1281375792,1056,cattedralidedicateamaria,571,20.0,0.0,87.0,2.5
22733286@N00,F127,1,1281392132,1281392132,1056,palazzidifirenze,228,18.7,0.0,86.0,2.6
22733286@N00,F723,1,1281393989,1281393989,1056,palazzidifirenze,59,18.7,0.0,86.0,2.6
22733286@N00,F431,2,1281394684,1281395104,1056,piazzedifirenze,481,18.5,0.0,86.0,2.6
22733286@N00,F720,2,1281395137,1281395293,1056,casemuseo,14,21.9,0.0,75.0,1.9
22776060@N00,F128,1,1231383120,1231383120,1057,esercizistoricidifirenze,216,6.0,0.0,63.0,8.2
22776060@N00,F127,1,1231385345,1231385345,1057,palazzidifirenze,228,6.5,0.0,88.0,10.7
22776060@N00,F106,1,1231387248,1231387248,1057,architettureromanichedifirenze,535,6.5,0.0,74.0,13.0
22791643@N05,F160,1,1221073454,1221073454,1058,sculturemarmoree,392,20.0,0.0,94.0,6.5
22791643@N05,F509,1,1221073867,1221073867,1058,firenze,47,19.7,0.0,94.0,6.5
22799742@N07,F157,1,1200322203,1200322203,1059,loggiadeilanzi,226,4.2,0.0,99.0,5.1
22799742@N07,F317,1,1200322218,1200322218,1059,fontanedifirenze,95,4.1,0.0,99.0,5.1
22799742@N07,F151,2,1292609213,1292609361,1060,piazzedifirenze,780,-1.4,0.0,71.0,5.3
22799742@N07,F234,1,1292609623,1292609623,1060,museidiscienza,265,-1.4,0.0,71.0,5.3
22799742@N07,F709,1,1292621310,1292621310,1060,architetturerinascimentalidellatoscana,93,-3.3,0.0,26.0,6.6
22799742@N07,F710,1,1292621508,1292621508,1060,fontanedifirenze,182,-3.4,0.0,26.0,6.6
22821317@N07,F104,1,1222443886,1222443886,1061,palazzidifirenze,186,12.8,0.0,30.0,7.8
22821317@N07,F168,2,1222444534,1222444589,1061,monumentiequestri,394,12.8,0.0,30.0,7.8
22821317@N07,FIPOIHPC1000000791,1,1223073594,1223073594,1062,torridifirenze,42,7.7,0.0,54.0,6.4
22821317@N07,F249,1,1223074734,1223074734,1062,torridifirenze,567,7.6,0.0,54.0,6.4
22821317@N07,F256,1,1223074837,1223074837,1062,pontidifirenze,1150,10.3,0.0,69.0,5.3
22821317@N07,F326,2,1223075439,1223075759,1062,pontidifirenze,415,10.3,0.0,69.0,5.3
22821317@N07,F168,3,1223743472,1223743583,1063,monumentiequestri,394,15.9,0.0,0.0,2.7
22821317@N07,F161,2,1223743694,1223743712,1063,scultureneoclassiche,92,15.9,0.0,0.0,2.7
22821317@N07,F701,2,1225314790,1225314842,1064,piazzedifirenze,399,10.9,0.1,56.0,14.5
22821317@N07,F711,1,1225314932,1225314932,1064,architetturedigiulianodasangallo,52,10.8,0.1,56.0,14.5
22821317@N07,F701,1,1225315022,1225315022,1064,piazzedifirenze,399,10.9,0.1,56.0,14.5
22821317@N07,F680,1,1226506381,1226506381,1065,mercatidifirenze,398,11.7,0.6,99.0,7.6
22821317@N07,F670,3,1226508914,1226509112,1065,tabernacolidifirenze,33,11.7,0.6,99.0,7.6
22821317@N07,F256,1,1226522232,1226522232,1065,pontidifirenze,1150,11.9,0.1,100.0,9.0
22821317@N07,F701,1,1242506499,1242506499,1066,piazzedifirenze,399,12.7,0.0,18.0,6.4
22821317@N07,F441,3,1242508600,1242511178,1066,chiesededicateagesùsalvatore,70,14.0,0.0,35.0,6.0
22821317@N07,F435,3,1242512737,1242513143,1066,giardinidifirenze,85,16.5,0.0,30.0,4.7
22857984@N04,F236,1,1200413753,1200413753,1067,uffizi,515,7.9,0.1,100.0,5.5
22857984@N04,F673,1,1200413762,1200413762,1067,stradedifirenze,19,7.8,0.1,100.0,5.5
22879976@N06,FIPOIHPC1000000424,3,1211008872,1211010725,1068,sedibancariedifirenze,23,20.6,0.1,100.0,4.0
22879976@N06,FIPOIHPC1000000615,1,1211020475,1211020475,1068,stazioniferroviariedifirenze,4,18.4,0.0,100.0,3.5
22879976@N06,F167,3,1211026184,1211026361,1068,sculturedipiazzadellasignoria,613,16.7,0.4,97.0,2.7
22879976@N06,F256,2,1211027206,1211029627,1068,pontidifirenze,1150,16.9,0.4,97.0,2.7
22879976@N06,F121,5,1211030819,1211033024,1068,cupole,471,16.4,0.5,99.0,2.1
22879976@N06,F725,1,1211094201,1211094201,1069,archidifirenze,14,18.3,0.3,64.0,11.2
22879976@N06,FIPOIHPC1000000296,1,1211104198,1211104198,1069,castellidifirenze,60,17.5,0.3,55.0,11.8
22879976@N06,F435,6,1211112805,1211115444,1069,giardinidifirenze,85,14.4,0.0,99.0,2.7
22879976@N06,F472,5,1211115911,1211116314,1069,stradedifirenze,23,12.7,0.0,100.0,2.9
22879976@N06,FIPOIHPC1000000296,1,1211183004,1211183004,1070,castellidifirenze,60,18.7,0.0,100.0,10.1
22879976@N06,F725,1,1211183874,1211183874,1070,archidifirenze,14,18.7,0.0,100.0,10.1
22879976@N06,F680,1,1211187651,1211187651,1070,mercatidifirenze,398,18.1,0.3,95.0,6.6
22893401@N04,F257,1,1251286975,1251286975,1071,torridifirenze,151,27.0,0.0,29.0,5.9
22893401@N04,F487,1,1251287276,1251287276,1071,palazzidifirenze,38,26.9,0.0,29.0,5.9
22893401@N04,F256,2,1251287642,1251287798,1071,pontidifirenze,1150,27.0,0.0,29.0,5.9
22893401@N04,F331,1,1251291711,1251291711,1071,palazzidifirenze,69,26.8,0.0,10.0,4.6
22893401@N04,F331,3,1314022763,1314023848,1072,palazzidifirenze,69,29.1,0.0,0.0,2.1
22893401@N04,FIPOIHPC1000001009,4,1314023946,1314024121,1072,stradedifirenze,81,29.2,0.0,0.0,2.1
22893401@N04,F326,1,1314024198,1314024198,1072,pontidifirenze,415,29.3,0.0,0.0,2.1
22893401@N04,F431,9,1314025832,1314026565,1072,piazzedifirenze,481,28.4,0.0,0.0,1.8
22900268@N06,F745,1,1205570502,1205570502,1073,stradedifirenze,6,15.0,0.0,100.0,6.9
22900268@N06,F294,1,1205570515,1205570515,1073,palazzidifirenze,3,14.8,0.0,100.0,6.9
22901911@N02,F525,2,1241373834,1241373872,1074,dipintimedievali,11,7.7,0.0,12.0,3.6
22901911@N02,F584,1,1241374856,1241374856,1074,torridifirenze,123,7.4,0.0,12.0,3.6
22901911@N02,F119,1,1241374898,1241374898,1074,cattedralidedicateamaria,571,7.4,0.0,12.0,3.6
22901911@N02,F108,3,1241374906,1241375293,1074,museidifirenze,408,7.4,0.0,12.0,3.6
22901911@N02,F580,1,1241375719,1241375719,1074,palazzidifirenze,31,7.4,0.0,12.0,3.6
22901911@N02,F167,6,1241375871,1241376170,1074,sculturedipiazzadellasignoria,613,7.4,0.0,12.0,3.6
22916120@N06,F559,2,1325862464,1325862543,1075,teatridifirenze,27,4.9,0.0,0.0,9.1
22916120@N06,F157,1,1325863546,1325863546,1075,loggiadeilanzi,226,4.8,0.0,0.0,9.1
22916120@N06,F254,1,1325865361,1325865361,1075,torridifirenze,102,4.8,0.0,0.0,9.1
22916120@N06,F679,1,1325865512,1325865512,1075,fontanedifirenze,142,4.8,0.0,0.0,9.1
22916120@N06,FIPOIHPC1000000700,3,1325865617,1325865899,1075,stradedifirenze,83,2.8,0.0,0.0,9.6
22916120@N06,F106,1,1325867110,1325867110,1075,architettureromanichedifirenze,535,2.8,0.0,0.0,9.6
22916120@N06,F559,1,1325873089,1325873089,1075,teatridifirenze,27,-0.3,0.0,0.0,6.0
22916120@N06,F106,2,1325873696,1325874615,1075,architettureromanichedifirenze,535,-0.3,0.0,0.0,6.0
22916120@N06,F642,1,1325876003,1325876003,1075,monumentiequestri,76,-0.3,0.0,0.0,6.0
22916120@N06,F236,1,1325952746,1325952746,1076,uffizi,515,6.1,0.0,0.0,9.7
22916120@N06,F559,1,1325952911,1325952911,1076,teatridifirenze,27,6.0,0.0,0.0,9.7
22916120@N06,F324,1,1325959245,1325959245,1076,boboli,71,5.1,0.0,0.0,7.7
22916120@N06,F326,2,1325964449,1325964607,1076,pontidifirenze,415,5.6,0.0,0.0,7.7
22916120@N06,F215,1,1326031570,1326031570,1077,chiesededicateasant'apollinarediravenna,21,-0.0,0.0,0.0,5.0
22916120@N06,F701,2,1326038736,1326038847,1077,piazzedifirenze,399,-1.1,0.0,0.0,4.9
22916120@N06,F157,1,1326043604,1326043604,1077,loggiadeilanzi,226,-1.2,0.0,0.0,4.2
22928722@N00,F176,1,1172718223,1172718223,1078,esercizistoricidifirenze,150,13.7,0.2,100.0,20.2
22928722@N00,F128,2,1172718350,1172718353,1078,esercizistoricidifirenze,216,13.7,0.2,100.0,20.2
22928722@N00,F128,2,1185852655,1185852659,1079,esercizistoricidifirenze,216,24.3,0.0,25.0,17.3
22928722@N00,F249,2,1185852663,1185852672,1079,torridifirenze,567,24.3,0.0,25.0,17.3
22937429@N07,F236,1,1211483830,1211483830,1080,uffizi,515,10.9,0.0,87.0,4.7
22937429@N07,F127,1,1211491141,1211491141,1080,palazzidifirenze,228,11.3,0.0,82.0,3.9
22954890@N03,FIPOIHPC1000000463,1,1256051388,1256051388,1081,stradedifirenze,20,6.6,0.0,56.0,5.2
22954890@N03,F159,1,1256051397,1256051397,1081,operedigiambologna,304,6.6,0.0,56.0,5.2
22988846@N08,F110,1,1284466404,1284466404,1082,cattedraledisantamariadelfiore,753,17.2,0.0,13.0,6.5
22988846@N08,F256,1,1284468642,1284468642,1082,pontidifirenze,1150,17.3,0.0,13.0,6.5
22996163@N04,FIPOIHPC1000001017,1,1202844989,1202844989,1083,stradedifirenze,55,-2.4,0.0,0.0,7.4
22996163@N04,F128,1,1202845763,1202845763,1083,esercizistoricidifirenze,216,-2.4,0.0,0.0,7.4
22996163@N04,F584,1,1232134003,1232134003,1084,torridifirenze,123,-0.5,0.0,82.0,4.4
22996163@N04,F577,1,1232135357,1232135357,1084,basilicadisanlorenzo(firenze),65,-0.5,0.0,82.0,4.4
23012085@N04,F160,1,1308931961,1308931961,1085,sculturemarmoree,392,18.5,0.0,23.0,5.1
23012085@N04,F168,1,1308935597,1308935597,1085,monumentiequestri,394,18.0,0.0,19.0,6.6
23022279@N05,F110,1,1244128528,1244128528,1086,cattedraledisantamariadelfiore,753,15.2,0.0,97.0,3.6
23022279@N05,F678,1,1244131915,1244131915,1086,stradedifirenze,66,14.4,0.0,100.0,2.2
23022279@N05,F269,1,1244145010,1244145010,1086,stradedifirenze,54,14.2,0.0,100.0,5.5
23022279@N05,F286,1,1244148599,1244148599,1086,architetturedifirenze,10,14.4,0.0,100.0,5.6
23041513@N04,FIPOIHPC1000000994,1,1267150306,1267150306,1087,palazzidifirenze,156,11.8,1.2,100.0,15.9
23041513@N04,FIPOIHPC1000000841,1,1267150919,1267150919,1087,palazzidifirenze,36,11.7,1.2,100.0,15.9
23095720@N02,F256,1,1220385060,1220385060,1088,pontidifirenze,1150,18.5,0.0,23.0,4.9
23095720@N02,F107,1,1220385071,1220385071,1088,sculturedilorenzoghiberti,969,18.4,0.0,23.0,4.9
23121631@N08,F106,2,1319986202,1319988047,1089,architettureromanichedifirenze,535,10.0,0.0,74.0,5.9
23121631@N08,F167,1,1319989219,1319989219,1089,sculturedipiazzadellasignoria,613,10.1,0.0,74.0,5.4
23121631@N08,F607,1,1320050710,1320050710,1090,architetturedimichelozzo,23,15.4,0.0,86.0,7.4
23121631@N08,F167,1,1320064291,1320064291,1090,sculturedipiazzadellasignoria,613,10.6,0.0,84.0,6.6
23121631@N08,F160,1,1320064625,1320064625,1090,sculturemarmoree,392,10.6,0.0,84.0,6.6
23121631@N08,F237,1,1320069399,1320069399,1090,uffizi,40,9.9,0.0,87.0,5.9
23121631@N08,F893,1,1320070718,1320070718,1090,torridifirenze,24,9.6,0.0,94.0,5.9
23121631@N08,F702,15,1320071209,1320074118,1090,architetturegotichedellatoscana,483,9.6,0.0,94.0,5.9
23121631@N08,F167,1,1320086357,1320086357,1090,sculturedipiazzadellasignoria,613,9.3,0.0,88.0,5.9
23121631@N08,F581,1,1320138407,1320138407,1091,palazzidifirenze,18,13.1,0.0,4.0,5.4
23121631@N08,F120,6,1320149037,1320150657,1091,sculturedinannidibanco,699,10.6,0.0,13.0,6.8
23121631@N08,F106,1,1320150775,1320150775,1091,architettureromanichedifirenze,535,10.6,0.0,13.0,6.8
23121631@N08,FIPOIHPC1000000964,1,1320150893,1320150893,1091,scultureasoggettofunebre,377,10.6,0.0,13.0,6.8
23121631@N08,F108,1,1320150912,1320150912,1091,museidifirenze,408,10.6,0.0,13.0,6.8
23121631@N08,F584,1,1320151697,1320151697,1091,torridifirenze,123,10.6,0.0,13.0,6.8
23121631@N08,FIPOIHPC1000000791,4,1320227006,1320228958,1092,torridifirenze,42,15.6,0.0,6.0,3.7
23121631@N08,F586,3,1320229419,1320230797,1092,mercatidifirenze,128,13.7,0.0,12.0,5.7
23122697@N08,F107,2,1339981616,1339981645,1093,sculturedilorenzoghiberti,969,30.2,0.0,0.0,1.1
23122697@N08,F120,1,1339981813,1339981813,1093,sculturedinannidibanco,699,30.2,0.0,0.0,1.1
23122697@N08,F127,1,1339982494,1339982494,1093,palazzidifirenze,228,30.2,0.0,0.0,1.1
23122697@N08,F120,1,1339983370,1339983370,1093,sculturedinannidibanco,699,30.2,0.0,0.0,1.1
23122697@N08,F149,1,1340005851,1340005851,1094,palazzidelleartidifirenze,81,32.8,0.0,70.0,7.1
23122697@N08,F168,1,1340006312,1340006312,1094,monumentiequestri,394,32.8,0.0,70.0,7.1
23122697@N08,F167,1,1340006379,1340006379,1094,sculturedipiazzadellasignoria,613,32.8,0.0,70.0,7.1
23122697@N08,F158,1,1340006480,1340006480,1094,sculturebronzee,352,31.8,0.0,86.0,8.6
23122697@N08,F880,3,1340006927,1340007099,1094,torridifirenze,385,31.8,0.0,86.0,8.6
23122697@N08,F256,2,1340007945,1340008003,1094,pontidifirenze,1150,32.0,0.0,86.0,8.6
23122697@N08,F264,1,1340008676,1340008676,1094,architetturedigiovannimichelucci,26,31.9,0.0,86.0,8.6
23122697@N08,F880,1,1340009356,1340009356,1094,torridifirenze,385,31.8,0.0,86.0,8.6
23122697@N08,F663,1,1340140439,1340140439,1095,pinacoteched'italia,34,21.3,0.0,1.0,1.8
23122697@N08,F604,1,1340141200,1340141200,1095,palazzidifirenze,3,21.3,0.0,1.0,1.8
23157783@N08,F541,1,1237466879,1237466879,1096,stradedifirenze,88,7.4,0.0,56.0,5.8
23157783@N08,F515,1,1237466947,1237466947,1096,piazzedifirenze,196,7.4,0.0,56.0,5.8
23157783@N08,F107,4,1237467585,1237467763,1096,sculturedilorenzoghiberti,969,7.8,0.0,56.0,5.8
23157783@N08,F119,1,1237467925,1237467925,1096,cattedralidedicateamaria,571,5.9,0.2,77.0,6.8
23157783@N08,FIPOIHPC1000000868,5,1237470313,1237470624,1096,teatridifirenze,9,5.9,0.2,77.0,6.8
23157783@N08,F110,1,1237471022,1237471022,1096,cattedraledisantamariadelfiore,753,5.9,0.2,77.0,6.8
23157783@N08,F674,1,1237471714,1237471714,1096,piazzedifirenze,147,6.8,0.2,85.0,8.2
23157783@N08,F904,1,1237471931,1237471931,1096,torridifirenze,23,6.8,0.2,85.0,8.2
23157783@N08,F675,1,1237472150,1237472150,1096,chiesesconsacratedifirenze,14,6.8,0.2,85.0,8.2
23157783@N08,F673,1,1237472178,1237472178,1096,stradedifirenze,19,6.8,0.2,85.0,8.2
23157783@N08,F173,1,1237473033,1237473033,1096,architetturerinascimentalidellatoscana,58,6.7,0.2,85.0,8.2
23157783@N08,F878,1,1237473152,1237473152,1096,torridifirenze,16,6.7,0.2,85.0,8.2
23157783@N08,F151,1,1237473671,1237473671,1096,piazzedifirenze,780,6.7,0.2,85.0,8.2
23157783@N08,F159,1,1237474213,1237474213,1096,operedigiambologna,304,6.7,0.2,85.0,8.2
23157783@N08,F158,1,1237474347,1237474347,1096,sculturebronzee,352,6.7,0.2,85.0,8.2
23157783@N08,FIPOIHPC1000000671,1,1237483428,1237483428,1096,edificidicultodedicatiamaria,154,7.0,0.2,95.0,13.5
23157783@N08,FIPOIHPC1000000436,1,1237484007,1237484007,1096,palazzidifirenze,12,6.9,0.2,95.0,13.5
23157783@N08,F166,3,1237484078,1237484112,1096,sculturemarmoree,268,6.8,0.2,95.0,13.5
23157783@N08,F158,1,1237484133,1237484133,1096,sculturebronzee,352,6.9,0.2,95.0,13.5
23157783@N08,F166,1,1237484138,1237484138,1096,sculturemarmoree,268,6.8,0.2,95.0,13.5
23157783@N08,F161,1,1237484154,1237484154,1096,scultureneoclassiche,92,6.9,0.2,95.0,13.5
23157783@N08,F235,2,1237484174,1237484212,1096,museidiscultura,357,6.8,0.2,95.0,13.5
23157783@N08,F233,1,1237484549,1237484549,1096,piazzedifirenze,35,6.8,0.2,95.0,13.5
23157783@N08,F246,1,1237484659,1237484659,1096,piazzedifirenze,61,6.9,0.2,95.0,13.5
23157783@N08,F724,3,1237484937,1237485037,1096,palazzidifirenze,33,6.9,0.2,95.0,13.5
23157783@N08,F702,1,1237486468,1237486468,1096,architetturegotichedellatoscana,483,6.3,0.2,94.0,13.8
23165025@N05,F167,1,1315765922,1315765922,1097,sculturedipiazzadellasignoria,613,18.5,0.0,63.0,3.8
23165025@N05,F698,1,1315765929,1315765929,1097,caffèstoricidifirenze,204,18.5,0.0,63.0,3.8
23165025@N05,F121,1,1315765939,1315765939,1097,cupole,471,18.5,0.0,63.0,3.8
23165025@N05,F119,1,1315765941,1315765941,1097,cattedralidedicateamaria,571,18.5,0.0,63.0,3.8
23184965@N05,F119,2,1276278984,1276278998,1098,cattedralidedicateamaria,571,18.0,0.0,56.0,4.6
23184965@N05,F106,1,1276279039,1276279039,1098,architettureromanichedifirenze,535,18.0,0.0,56.0,4.6
23184965@N05,F110,1,1276279100,1276279100,1098,cattedraledisantamariadelfiore,753,18.0,0.0,56.0,4.6
23184965@N05,F107,2,1276279163,1276279340,1098,sculturedilorenzoghiberti,969,18.0,0.0,56.0,4.6
23184965@N05,FIPOIHPC1000000983,1,1276280111,1276280111,1098,scultureafirenze,11,17.8,0.0,59.0,4.3
23184965@N05,F579,1,1276280121,1276280121,1098,bibliotecamedicealaurenziana,16,17.8,0.0,59.0,4.3
23184965@N05,F278,1,1276281577,1276281577,1098,piazzedifirenze,81,17.8,0.0,59.0,4.3
23184965@N05,F555,1,1276282432,1276282432,1098,chiesedifirenze,21,17.8,0.0,59.0,4.3
23184965@N05,F108,1,1276283255,1276283255,1098,museidifirenze,408,17.5,0.0,54.0,4.1
23184965@N05,F582,1,1276283298,1276283298,1098,stradedifirenze,43,17.5,0.0,54.0,4.1
23184965@N05,F667,1,1276283523,1276283523,1098,teatristabili,61,17.4,0.0,54.0,4.1
23184965@N05,F128,1,1276283632,1276283632,1098,esercizistoricidifirenze,216,17.4,0.0,54.0,4.1
23184965@N05,F107,1,1276284130,1276284130,1098,sculturedilorenzoghiberti,969,17.5,0.0,54.0,4.1
23184965@N05,F120,2,1276284704,1276284827,1098,sculturedinannidibanco,699,17.4,0.0,54.0,4.1
23184965@N05,F121,3,1276285518,1276285649,1098,cupole,471,17.4,0.0,54.0,4.1
23184965@N05,F272,1,1276285841,1276285841,1098,torridifirenze,7,17.6,0.0,54.0,4.1
23184965@N05,F121,1,1276285964,1276285964,1098,cupole,471,17.4,0.0,54.0,4.1
23184965@N05,F120,1,1276286214,1276286214,1098,sculturedinannidibanco,699,17.4,0.0,54.0,4.1
23184965@N05,FIPOIHPC1000000693,1,1276287706,1276287706,1098,stradedifirenze,13,17.7,0.0,53.0,3.3
23184965@N05,F278,1,1276287747,1276287747,1098,piazzedifirenze,81,17.6,0.0,53.0,3.3
23184965@N05,F327,1,1276287819,1276287819,1098,palazzidifirenze,110,17.7,0.0,53.0,3.3
23184965@N05,F151,1,1276289767,1276289767,1098,piazzedifirenze,780,17.5,0.0,53.0,3.3
23184965@N05,F278,1,1276289867,1276289867,1098,piazzedifirenze,81,17.6,0.0,53.0,3.3
23184965@N05,F265,1,1276289889,1276289889,1098,torridifirenze,36,17.6,0.0,53.0,3.3
23184965@N05,FIPOIHPC1000000597,1,1276289920,1276289920,1098,palazzidifirenze,13,17.5,0.0,53.0,3.3
23184965@N05,F278,3,1276289982,1276290020,1098,piazzedifirenze,81,17.6,0.0,53.0,3.3
23184965@N05,F235,1,1276290152,1276290152,1098,museidiscultura,357,17.9,0.0,56.0,2.4
23184965@N05,F278,2,1276290459,1276291134,1098,piazzedifirenze,81,18.0,0.0,56.0,2.4
23184965@N05,FIPOIHPC1000000497,1,1276291181,1276291181,1098,basilicadisantatrinita(firenze),16,17.9,0.0,56.0,2.4
23184965@N05,F278,1,1276291312,1276291312,1098,piazzedifirenze,81,18.0,0.0,56.0,2.4
23184965@N05,F236,2,1276291740,1276291819,1098,uffizi,515,18.1,0.0,56.0,2.4
23184965@N05,F711,1,1276293225,1276293225,1098,architetturedigiulianodasangallo,52,17.9,0.0,56.0,2.4
23184965@N05,FIPOIHPC1000000964,1,1276355969,1276355969,1099,scultureasoggettofunebre,377,19.1,0.0,58.0,5.0
23184965@N05,FIPOIHPC1000000596,1,1276358428,1276358428,1099,palazzidelleartidifirenze,12,18.9,0.0,65.0,5.7
23184965@N05,F166,1,1276359051,1276359051,1099,sculturemarmoree,268,18.9,0.0,65.0,5.7
