poiID,theme,lat,long,Og_POI_Mark,City,PoIName_Italian,PoIName_English,PoILocation_Alias
219,chiesedifirenze,43.7692,11.2521222222,F792,Firenze,Chiesa dei Santi Apostoli (Firenze),Church of the Saints Apostoli (Florence),"Santi Apostoli, Florence"
220,architetturefascistedifirenze,43.7778416667,11.2483083333,FIPOIHPC1000000603,Firenze,Palazzina Reale di Santa Maria Novella,Pavilion Reale of Saint Maria Novella,
221,chiesescomparsedifirenze,43.770775,11.2541888889,F681,Firenze,Chiesa di Sant'Andrea (Firenze),Church of Saint Andrea (Florence),
222,museidifirenze,43.7729222222,11.2491166667,F540,Firenze,Museo nazionale Alinari della fotografia,Museum Nazionale Alinari of the Fotografia,
223,dipintisullatrinità,43.7744777778,11.2491833333,F524,Firenze,Trinità (Masaccio),Trinità (Masaccio),Holy Trinity (Masaccio)
224,stradedifirenze,43.77585,11.2533083333,F588,Firenze,Via dell'Ariento,Street of the Ariento,
225,architetturemilitaridifirenze,43.7707583333,11.2709972222,F758,Firenze,Porta alla Croce,Gate at the Croce,
226,stradedifirenze,43.77125,11.268525,F754,Firenze,Borgo La Croce,Borgo La Croce,
227,monasteridifirenze,43.7690944444,11.2686861111,F225,Firenze,Monastero delle Murate,Monastery of the Murate,
228,ciclidiaffreschidifirenze,43.7751722222,11.2481027778,F528,Firenze,Cappella dei Papi,Chapel of the Papi,
229,cappelledifirenze,43.77505,11.2493,F519,Firenze,Cappella Gondi,Chapel Gondi,
230,tabernacolidifirenze,43.7717666667,11.2505944444,FIPOIHPC1000000789,Firenze,Tabernacolo di San Sisto papa,Tabernacolo of Saint Sisto Papa,
231,palazzidifirenze,43.7717138889,11.2512027778,F342,Firenze,Palazzo Viviani della Robbia,Palace Viviani of the Robbia,
232,palazzidifirenze,43.7718972222,11.2516555556,F340,Firenze,Palazzo Tornabuoni,Palace Tornabuoni,
233,piazzedifirenze,43.7712916667,11.2523138889,F692,Firenze,Piazza Strozzi,Square Strozzi,
234,palazzidifirenze,43.7723472222,11.2535527778,F700,Firenze,Palazzo Pola e Todescan,Palace Pola and Todescan,
235,piazzedifirenze,43.7671611111,11.2504472222,F278,Firenze,Piazza della Passera,Square of the Passera,
236,scultureafirenze,43.7750111111,11.2549666667,F567,Firenze,Monumento a Giovanni delle Bande Nere,Monumento to Giovanni of the Bande Nere,
237,monumentidifirenze,43.7763277778,11.2606194444,F642,Firenze,Statua equestre di Ferdinando I de' Medici,Statue Equestre of Ferdinando I De' Medici,
238,chiesedifirenze,43.7615805556,11.2654055556,F441,Firenze,Chiesa di San Salvatore al Monte,Church of Saint Salvatore at the Monte,
239,architetturemilitaridifirenze,43.7637138889,11.2615805556,F475,Firenze,Porta San Miniato,Gate Saint Miniato,
240,palazzidifirenze,43.7783722222,11.2485138889,FIPOIHPC1000000543,Firenze,Palazzo di Valfonda,Palace of Valfonda,
241,piazzedifirenze,43.7723861111,11.2576361111,F676,Firenze,Piazza delle Pallottole,Square of the Pallottole,
242,palazzidifirenze,43.7727194444,11.2582527778,F132,Firenze,Palazzo Strozzi di Mantova,Palace Strozzi of Mantova,
243,architetturedifirenze,43.77719,11.25933,F626,Firenze,Accademia di belle arti di Firenze,Accademia of Belle Arti of Florence,Accademia di Belle Arti Firenze
244,stradedifirenze,43.7716277778,11.2553222222,F133,Firenze,Via dei Calzaiuoli,Street of the Calzaiuoli,
245,chiesescomparsedifirenze,43.7718222222,11.2547166667,F587,Firenze,Chiesa di San Tommaso (Firenze),Church of Saint Tommaso (Florence),
246,stradedifirenze,43.7696694444,11.2592166667,F734,Firenze,Borgo dei Greci,Borgo of the Greci,
247,bargello,43.7703722222,11.25835,F211,Firenze,Museo nazionale del Bargello,Museum Nazionale of the Bargello,Bargello
248,stradedifirenze,43.7739833333,11.2548583333,F582,Firenze,Borgo San Lorenzo (via),Borgo Saint Lorenzo (Street),
249,teatridifirenze,43.7639555556,11.2510444444,F319,Firenze,Anfiteatro di Boboli,Amphitheatre of Boboli,
250,museidifirenze,43.7652194444,11.2505611111,F312,Firenze,Museo degli argenti,Museum of the Silver,
251,galleriad'artemodernadifirenze,43.7651777778,11.2499583333,F310,Firenze,Galleria d'arte moderna (Firenze),Gallery of Arte Moderna (Florence),
252,palazzidifirenze,43.7694833333,11.2471611111,F303,Firenze,Palazzo Medici-Soderini,Palace Medici-Soderini,
253,palazzidifirenze,43.7728861111,11.2517166667,FIPOIHPC1000000763,Firenze,Palazzo Pasquali,Palace Pasquali,
254,torridifirenze,43.7735305556,11.2543138889,FIPOIHPC1000000791,Firenze,Torre in via de' Cerretani,Tower in Street De' Cerretani,
255,palazzidifirenze,43.7700888889,11.2553722222,F175,Firenze,Palazzo Bombicci,Palace Bombicci,
256,stradedifirenze,43.7714861111,11.2549138889,F686,Firenze,Via degli Speziali,Street of the Speziali,
257,palazzidifirenze,43.7696805556,11.2551722222,F171,Firenze,Palazzo delle Assicurazioni Generali,Palace of the Assicurazioni Generali,Palazzo delle Assicurazioni Generali (Florence)
258,giardinidifirenze,43.7629333333,11.2627916667,F435,Firenze,Giardino delle Rose,Garden of the Rose,
259,torridifirenze,43.7735277778,11.254475,F584,Firenze,Torre dei Marignolli,Tower of the Marignolli,
260,stradedifirenze,43.7670666667,11.2581388889,F244,Firenze,Lungarno Diaz,Lungarno Diaz,
261,chiesescomparsedifirenze,43.7715527778,11.2554194444,F137,Firenze,Chiesa di Santa Maria Nepotecosa,Church of Saint Maria Nepotecosa,
262,torridifirenze,43.771425,11.2569305556,F884,Firenze,Torre dei Donati,Tower of the Donati,
263,sagrestiedifirenze,43.7704,11.2506722222,FIPOIHPC1000000497,Firenze,Sagrestia di Santa Trinita,Sagrestia of Saint Trinita,
264,pontidifirenze,43.7719666667,11.2429861111,F396,Firenze,Ponte Amerigo Vespucci,Bridge Amerigo Vespucci,Ponte Amerigo Vespucci
265,torridifirenze,43.7702472222,11.2560388889,FIPOIHPC1000000794,Firenze,Torre degli Alepri,Tower of the Alepri,
266,stradedifirenze,43.7756083333,11.2521361111,FIPOIHPC1000000706,Firenze,Via Sant'Antonino,Street Saint Antonino,
267,stradedifirenze,43.7727305556,11.2533111111,FIPOIHPC1000000897,Firenze,Via de' Pecori,Street De' Pecori,
268,chiesedifirenze,43.7712527778,11.2573083333,F800,Firenze,Chiesa di Santa Margherita dei Cerchi,Church of Saint Margherita of the Cerchi,Santa Margherita de' Cerchi
269,ospedalistoricidifirenze,43.7751722222,11.2633777778,FIPOIHPC1000000662,Firenze,Ospizio di Orbatello,Ospizio of Orbatello,
270,monasteridifirenze,43.7699722222,11.2679472222,F746,Firenze,Ex monastero di Santa Verdiana,Ex Monastery of Saint Verdiana,
271,chiesededicateasangiuseppe,43.7680666667,11.265525,F563,Firenze,Chiesa di San Giuseppe (Firenze),Church of Saint Giuseppe (Florence),
272,cappelledifirenze,43.7680555556,11.2634,F706,Firenze,Cappella Peruzzi,Chapel Peruzzi,
273,piazzedifirenze,43.7700805556,11.2512444444,F328,Firenze,Piazza Santa Trinita,Square Saint Trinita,Piazza Santa Trinita
274,palazzidifirenze,43.7668527778,11.2486472222,FIPOIHPC1000000819,Firenze,Palazzo Pannocchieschi,Palace Pannocchieschi,
275,palazzidifirenze,43.7682527778,11.2489055556,F293,Firenze,Palazzo Machiavelli,Palace Machiavelli,
276,palazzidifirenze,43.7680888889,11.2496,F348,Firenze,Palazzo Pitti-Mannelli,Palace Pitti-Mannelli,
277,chiesedifirenze,43.7722555556,11.2571694444,F813,Firenze,Chiesa di San Benedetto (Firenze),Church of Saint Benedetto (Florence),
278,palazzidifirenze,43.7682833333,11.2462194444,F366,Firenze,Palazzo Antinori di Brindisi,Palace Antinori of Brindisi,
279,storiadifirenze,43.7717638889,11.2569444444,FIPOIHPC1000000506,Firenze,Studio Fiorentino,Studio Fiorentino,
280,palazzidifirenze,43.7699722222,11.2517888889,FIPOIHPC1000000804,Firenze,Palazzo Scali-Ricasoli,Palace Scali-Ricasoli,
281,palazzidifirenze,43.7736083333,11.2509722222,FIPOIHPC1000000761,Firenze,Palazzo Mondragone,Palace Mondragone,
282,palazzidifirenze,43.7696916667,11.2453555556,F395,Firenze,Casa Capponi,House Capponi,
283,chiesedifirenze,43.7654333333,11.2487666667,F907,Firenze,Chiesa di Maria Mater Misericordiae,Church of Maria Mater Misericordiae,
284,palazzidifirenze,43.7698055556,11.2535305556,FIPOIHPC1000000590,Firenze,Palazzo Canacci,Palace Canacci,
285,abbaziedifirenze,43.7704333333,11.2577166667,F209,Firenze,Badia Fiorentina,Badia Fiorentina,Badia Fiorentina
286,chiesescomparsedifirenze,43.7701027778,11.2580361111,F215,Firenze,Chiesa di Sant'Apollinare (Firenze),Church of Saint Apollinare (Florence),
287,loggedifirenze,43.7711222222,11.2498222222,F815,Firenze,Loggia Rucellai,Loggia Rucellai,Loggia de' Rucellai
288,sculturediorsanmichele,43.7708111111,11.2552555556,FIPOIHPC1000000942,Firenze,San Luca (Giambologna),Saint Luca (Giambologna),
289,sedibancariedifirenze,43.7710055556,11.2546694444,F687,Firenze,Banco di Sicilia (Firenze),Banco of Sicilia (Florence),
290,chiesedifirenze,43.7738583333,11.2637611111,F802,Firenze,Chiesa di Santa Maria di Candeli,Church of Saint Maria of Candeli,Santa Maria dei Candeli
291,palazzidifirenze,43.7755416667,11.2599166667,F646,Firenze,Palazzo Durazzo,Palace Durazzo,
292,palazzidifirenze,43.7749333333,11.2588472222,F656,Firenze,Palazzo Niccolini,Palace Niccolini,
293,palazzidifirenze,43.7745777778,11.2583111111,F658,Firenze,Palazzo Buontalenti,Palace Buontalenti,
294,chiesededicateasangaetanodithiene,43.7725972222,11.2522055556,F337,Firenze,Loggia di San Gaetano,Loggia of Saint Gaetano,
295,palazzovecchio,43.7691277778,11.2565527778,FIPOIHPC1000000629,Firenze,Studiolo di Cosimo I,Studiolo of Cosimo I,
296,stradedifirenze,43.7684972222,11.2518305556,F247,Firenze,Via dei Georgofili,Street of the Georgofili,
297,torridifirenze,43.7697138889,11.2547555556,F879,Firenze,Torre dei Ciacchi,Tower of the Ciacchi,
298,palazzidifirenze,43.7703583333,11.2554,FIPOIHPC1000000926,Firenze,Palazzo dei Buonaguisi,Palace of the Buonaguisi,
299,stradedifirenze,43.7772083333,11.2532472222,F597,Firenze,Via Panicale,Street Panicale,
300,palazzidifirenze,43.7725138889,11.2496694444,FIPOIHPC1000000887,Firenze,Palazzo Farinola,Palace Farinola,
301,salecinematografichedifirenze,43.76841,11.256875,F242,Firenze,Ex-Cinema Capitol,Ex-Cinema Capitol,
302,chiesedifirenze,43.7678694444,11.2885527778,FIPOIHPC1000000654,Firenze,Chiesa di Sant'Antonino (Firenze),Church of Saint Antonino (Florence),
303,palazzidifirenze,43.7699361111,11.249975,FIPOIHPC1000000468,Firenze,Palazzi Gianfigliazzi,Palazzi Gianfigliazzi,
304,palazzidifirenze,43.7729277778,11.2530583333,F911,Firenze,Palazzo Orlandini del Beccuto,Palace Orlandini of the Beccuto,
305,palazzidifirenze,43.7685194444,11.2479638889,F297,Firenze,Casa Pitti,House Pitti,
306,palazzidifirenze,43.7686083333,11.2459083333,F365,Firenze,Palazzo Del Pugliese,Palace of the Pugliese,
307,piazzedifirenze,43.7711138889,11.2649333333,F748,Firenze,Piazza dei Ciompi,Square of the Ciompi,
308,stradedifirenze,43.7714277778,11.2646333333,F750,Firenze,Via Pietrapiana,Street Pietrapiana,
309,palazzidifirenze,43.7753861111,11.2544,F568,Firenze,Palazzo Della Stufa,Palace of the Stufa,
310,stradedifirenze,43.7704083333,11.2544972222,FIPOIHPC1000000700,Firenze,Via Calimala,Street Calimala,
311,palazzidifirenze,43.7700722222,11.2538888889,F888,Firenze,Palazzo Bartolini-Torrigiani,Palace Bartolini-Torrigiani,
312,cappelledifirenze,43.7750777778,11.2496388889,F518,Firenze,Cappella Bardi (Santa Maria Novella),Chapel Bardi (Saint Maria Novella),
313,archidifirenze,43.7685,11.2600916667,F725,Firenze,Arco dei Peruzzi,Arch of the Peruzzi,
314,teatridifirenze,43.7673833333,11.2600333333,F716,Firenze,Teatro dei Concordi (Firenze),Theatre of the Concordi (Florence),
315,palazzidifirenze,43.7701888889,11.2516916667,F344,Firenze,Palazzo Bartolini Salimbeni,Palace Bartolini Salimbeni,
316,stazioniferroviariedifirenze,43.77633,11.24752,F545,Firenze,Stazione di Firenze Santa Maria Novella,Station of Florence Saint Maria Novella,Firenze Santa Maria Novella railway station
317,monasteridifirenze,43.7747888889,11.2468055556,F536,Firenze,Ex monastero della Santissima Concezione,Ex Monastery of the Santissima Concezione,
318,aziendeditrasportopubblicoitaliane,43.7757,11.2465444444,F903,Firenze,Sita Sogin,Sita Sogin,
319,stradedifirenze,43.7808277778,11.2514138889,FIPOIHPC1000000879,Firenze,Viale Filippo Strozzi,Avenue Filippo Strozzi,
320,caserme,43.7752,11.2471666667,FIPOIHPC1000000757,Firenze,Scuola Marescialli e Brigadieri Carabinieri,Scuola Marescialli and Brigadieri Carabinieri,
321,firenzefiera,43.7780388889,11.2495972222,FIPOIHPC1000000177,Firenze,Firenze Fiera,Florence Fiera,
322,architetturescomparsedifirenze,43.7770055556,11.2490194444,FIPOIHPC1000000628,Firenze,Terminal degli autobus di Santa Maria Novella,Terminal of the Autobus of Saint Maria Novella,
323,basilicadisanminiatoalmonte,43.7596388889,11.2652388889,F436,Firenze,Basilica di San Miniato al Monte,Basilica of Saint Miniato at the Monte,San Miniato al Monte
324,piazzedifirenze,43.7698111111,11.2577194444,FIPOIHPC1000000139,Firenze,Piazza San Firenze,Square Saint Florence,
325,architetturedifirenze,43.7695777778,11.2581472222,F212,Firenze,Complesso di San Firenze,Complesso of Saint Florence,
326,cappelledifirenze,43.759575,11.2651555556,F438,Firenze,Cappella del Cardinale del Portogallo,Chapel of the Cardinale of the Portogallo,
327,chiesedifirenze,43.7646138889,11.261225,F474,Firenze,Chiesa di San Niccolò Oltrarno,Church of Saint Niccolò Oltrarno,
328,chiesedifirenze,43.7747611111,11.2557333333,F605,Firenze,Chiesa di San Giovannino degli Scolopi,Church of Saint Giovannino of the Scolopi,San Giovannino degli Scolopi
329,torridifirenze,43.7706027778,11.2561694444,F886,Firenze,Torri dei Galigai,Torri of the Galigai,
330,tabernacolidifirenze,43.7714166667,11.2666388889,F743,Firenze,Tabernacolo di Sant'Ambrogio,Tabernacolo of Saint Ambrogio,
331,palazzidifirenze,43.7689222222,11.2465861111,F302,Firenze,Palazzo Rinuccini,Palace Rinuccini,
332,fontanedifirenze,43.7647305556,11.2504388889,F316,Firenze,Grotta di Mosè,Grotto of Mosè,
333,fontanedifirenze,43.7659416667,11.2512666667,F325,Firenze,Fontana del Bacchino (Boboli),Fountain of the Bacchino (Boboli),
334,chiesedifirenze,43.7754861111,11.2516527778,F843,Firenze,Oratorio di San Giuseppe,Oratory of Saint Giuseppe,
335,chiesedifirenze,43.7654611111,11.2555388889,F810,Firenze,Chiesa dei Santi Agostino e Cristina,Church of the Saints Agostino and Cristina,
336,palazzidifirenze,43.7666444444,11.2550416667,F487,Firenze,Palazzo Tempi,Palace Tempi,
337,loggedifirenze,43.7713416667,11.2650388889,F749,Firenze,Loggia del Pesce,Loggia of the Pesce,
338,cimiteridifirenze,43.7589527778,11.2640861111,F440,Firenze,Cimitero delle Porte Sante,Cemetery of the Porte Sante,
339,obelischiegizi,43.7641055556,11.2509277778,F320,Firenze,Obelisco di Boboli,Obelisco of Boboli,
340,palazzidifirenze,43.7745666667,11.2526861111,F581,Firenze,Palazzo Aldobrandini,Palace Aldobrandini,
341,piazzedifirenze,43.7665777778,11.2472888889,F279,Firenze,Piazza Santo Spirito,Square Saint Spirito,
342,palazzidifirenze,43.7741277778,11.2582861111,F659,Firenze,Palazzo Pasqui,Palace Pasqui,
343,palazzidifirenze,43.7704305556,11.2551638889,F148,Firenze,Palazzo dei Cavalcanti,Palace of the Cavalcanti,
344,monumentidifirenze,43.7777888889,11.2588611111,F627,Firenze,Monumento al Generale Manfredo Fanti,Monumento at the Generale Manfredo Fanti,
345,architetturedifirenze,43.7764,11.25862,F632,Firenze,Conservatorio Luigi Cherubini,Conservatorio Luigi Cherubini,
346,mineralogia,43.7778,11.26059,F840,Firenze,Museo di storia naturale sezione di mineralogia e litologia,Museum of Storia Naturale Sezione of Mineralogia and Litologia,
347,villedifirenze,43.7509805556,11.2561138889,F454,Firenze,Villa di Volsanminiato,Villa of Volsanminiato,
348,chiesedifirenze,43.7688583333,11.2650305556,FIPOIHPC1000000423,Firenze,Ex convento di San Francesco de' Macci,Ex Convent of Saint Francesco De' Macci,
349,ospedalidifirenze,43.76255,11.2435638889,F382,Firenze,Ex Spedale dello Spirito Santo,Ex Spedale Dello Spirito Saint,
350,palazzidifirenze,43.7695944444,11.2509916667,F331,Firenze,Palazzo Spini Feroni,Palace Spini Feroni,Palazzo Spini Feroni
351,stradedifirenze,43.7662472222,11.2563916667,FIPOIHPC1000001013,Firenze,Lungarno Torrigiani,Lungarno Torrigiani,
352,piazzedifirenze,43.7721638889,11.2453722222,F495,Firenze,Piazza Ognissanti,Square Ognissanti,
353,torridifirenze,43.7690138889,11.2537861111,F255,Firenze,Torre dei Baldovinetti,Tower of the Baldovinetti,
354,palazzidelleartidifirenze,43.7696166667,11.2540694444,FIPOIHPC1000000720,Firenze,Palazzo dell'Arte della Seta,Palace of the Arte of the Seta,
355,palazzidifirenze,43.7711638889,11.2530444444,F689,Firenze,Palazzo Sassetti,Palace Sassetti,
356,chiesedifirenze,43.77065,11.2555694444,F134,Firenze,Chiesa di San Carlo dei Lombardi,Church of Saint Carlo of the Lombardi,
357,palazzidifirenze,43.7721805556,11.2521611111,F691,Firenze,Palazzo Sertini,Palace Sertini,
358,cappelledifirenze,43.7750083333,11.24965,F520,Firenze,Cappella Rucellai,Chapel Rucellai,
359,piazzedifirenze,43.7646611111,11.2645805556,F473,Firenze,Piazza Giuseppe Poggi,Square Giuseppe Poggi,
360,loggedifirenze,43.7766638889,11.2603861111,F641,Firenze,Loggia dei Servi di Maria,Loggia of the Servi of Maria,
361,giardinidifirenze,43.7637472222,11.2573583333,FIPOIHPC1000000388,Firenze,Giardino Bardini,Garden Bardini,Giardino Bardini
362,stradedifirenze,43.773925,11.2525555556,FIPOIHPC1000000589,Firenze,Via dell'Alloro,Street of the Alloro,
363,torridifirenze,43.7715388889,11.2562666667,FIPOIHPC1000000793,Firenze,Torre dei Ghiberti,Tower of the Ghiberti,
364,sedibancariedifirenze,43.7822555556,11.2569555556,F565,Firenze,Centro Leasing,Centro Leasing,
365,chiesedifirenze,43.7764222222,11.2517777778,F555,Firenze,Chiesa di San Jacopo in Campo Corbolini,Church of Saint Jacopo in Campo Corbolini,
366,chiesescomparsedifirenze,43.771175,11.2525444444,F682,Firenze,Chiesa di Santa Maria degli Ughi,Church of Saint Maria of the Ughi,
367,palazzidifirenze,43.7692722222,11.2606583333,F711,Firenze,Palazzo Cocchi-Serristori,Palace Cocchi-Serristori,
368,torridifirenze,43.7666555556,11.252875,F263,Firenze,Torre dei Fifanti,Tower of the Fifanti,
369,palazzidifirenze,43.7754388889,11.2552777778,F599,Firenze,Palazzo Neroni,Palace Neroni,
370,stradedifirenze,43.7698055556,11.2500333333,FIPOIHPC1000001010,Firenze,Lungarno Corsini,Lungarno Corsini,
371,torridifirenze,43.7679666667,11.2598916667,F719,Firenze,Torre degli Alberti,Tower of the Alberti,
372,palazzidifirenze,43.7750361111,11.25115,FIPOIHPC1000000728,Firenze,Hotel Majestic,Hotel Majestic,
373,teatridifirenze,43.7773361111,11.240125,F873,Firenze,Teatro L'Amicizia,Theatre L'Amicizia,
374,chiesedifirenze,43.7708527778,11.2568305556,F817,Firenze,Oratorio dei Buonomini di San Martino,Oratory of the Buonomini of Saint Martino,San Martino del Vescovo
375,stradedifirenze,43.7698444444,11.2527722222,FIPOIHPC1000000719,Firenze,Via delle Terme,Street of the Terme,
376,palazzidifirenze,43.7724111111,11.2565694444,F675,Firenze,Palazzo del Capitolo dei Canonici,Palace of the Capitolo of the Canonici,
377,piazzedifirenze,43.7748694444,11.2504388889,F901,Firenze,Piazza dell'Unità Italiana,Square of the Unità Italiana,
378,giardinidifirenze,43.7628166667,11.266875,F434,Firenze,Giardino dell'Iris,Garden of the Iris,Giardino dell'Iris
379,stradedifirenze,43.7743055556,11.2556833333,FIPOIHPC1000001017,Firenze,Via de' Martelli,Street De' Martelli,
380,palazzidifirenze,43.7740944444,11.2578083333,F669,Firenze,Palazzo Incontri,Palace Incontri,
381,stradedifirenze,43.7626833333,11.244375,F381,Firenze,Via del Ronco,Street of the Ronco,
382,chiesedifirenze,43.775475,11.2636333333,F896,Firenze,Chiesa di Santa Maria degli Angiolini,Church of Saint Maria of the Angiolini,
383,spedaledegliinnocenti,43.7763083333,11.2612138889,F639,Firenze,Spedale degli Innocenti,Spedale of the Innocenti,Ospedale degli Innocenti
384,palazzidifirenze,43.7684055556,11.2573444444,F240,Firenze,Palazzo Fagni-Da Diacceto,Palace Fagni-from Diacceto,
385,stradedifirenze,43.7760222222,11.2568722222,FIPOIHPC1000000454,Firenze,Via Cavour (Firenze),Street Cavour (Florence),Via Camillo Cavour
386,stradedifirenze,43.7677305556,11.2518222222,F269,Firenze,Borgo San Jacopo,Borgo Saint Jacopo,
387,stradedifirenze,43.7724444444,11.2559388889,F672,Firenze,Via del Campanile,Street of the Bell Tower,
388,palazzidifirenze,43.7732611111,11.2525333333,FIPOIHPC1000000523,Firenze,Palazzo delle Cento Finestre,Palace of the Cento Finestre,
389,palazzidifirenze,43.7748361111,11.2523861111,F580,Firenze,Palazzo Gaddi (Firenze),Palace Gaddi (Florence),
390,teatridifirenze,43.7659583333,11.2507333333,FIPOIHPC1000000867,Firenze,Teatro del Rondò di Bacco,Theatre of the Rondò of Bacco,
391,stradedifirenze,43.7695,11.2643305556,FIPOIHPC1000000495,Firenze,Borgo Allegri,Borgo Allegri,
392,palazzidifirenze,43.7688638889,11.2542916667,F250,Firenze,Palazzo Bartolommei-Buschetti,Palace Bartolommei-Buschetti,
393,torridifirenze,43.7692111111,11.2545138889,F252,Firenze,Torre dei Salterelli,Tower of the Salterelli,
394,architetturemilitaridifirenze,43.7662888889,11.2698777778,F765,Firenze,Caserma Antonio Baldissera,Caserma Antonio Baldissera,
395,torridifirenze,43.7676583333,11.2514472222,F272,Firenze,Torre dei Belfredelli,Tower of the Belfredelli,
396,chiesescomparsedifirenze,43.7717638889,11.2560777778,FIPOIHPC1000000620,Firenze,Chiesa di San Michele alle Trombe,Church of Saint Michele at the Trombe,
397,palazzidifirenze,43.7734194444,11.2631083333,FIPOIHPC1000000458,Firenze,Palazzo Caccini,Palace Caccini,
398,stradedifirenze,43.7715055556,11.2598111111,F845,Firenze,Borgo Albizi,Borgo Albizi,
399,palazzidifirenze,43.7715722222,11.2597388889,F847,Firenze,Palazzo Valori-Altoviti,Palace Valori-Altoviti,
400,teatridifirenze,43.7711416667,11.2663638889,FIPOIHPC1000000853,Firenze,Circolo Teatro del Sale,Circolo Theatre of the Sale,
401,basilicadisantospirito(firenze),43.7676388889,11.2484361111,F280,Firenze,Basilica di Santo Spirito,Basilica of Saint Spirito,"Santo Spirito, Florence"
402,torridifirenze,43.7715666667,11.2561638889,FIPOIHPC1000000421,Firenze,Torre dei Ricci,Tower of the Ricci,
403,stradedifirenze,43.7691055556,11.2539944444,FIPOIHPC1000000699,Firenze,Via Por Santa Maria,Street Por Saint Maria,
404,museidifirenze,43.7653083333,11.2479805556,F388,Firenze,Casa Guidi,House Guidi,Casa Guidi
405,cappelledifirenze,43.7683416667,11.2635694444,F703,Firenze,Cappella Bardi di Vernio,Chapel Bardi of Vernio,
406,chiesedifirenze,43.7778833333,11.2540166667,F593,Firenze,Chiesa di San Barnaba,Church of Saint Barnaba,
407,stradedifirenze,43.7768638889,11.254675,F589,Firenze,Via Taddea,Street Taddea,
408,palazzidifirenze,43.7759,11.2660694444,FIPOIHPC1000000457,Firenze,Palazzo Ximenes da Sangallo,Palace Ximenes from Sangallo,
409,teatridifirenze,43.7712722222,11.2632055556,F751,Firenze,Teatro Alfieri (Firenze),Theatre Alfieri (Florence),
410,basilicadellasantissimaannunziata,43.7773222222,11.2618222222,F637,Firenze,Basilica della Santissima Annunziata,Basilica of the Santissima Annunziata,"Santissima Annunziata, Florence"
411,palazzidifirenze,43.7752,11.25542,F607,Firenze,Palazzo Medici Riccardi,Palace Medici Riccardi,Palazzo Medici Riccardi
412,caffèstoricidifirenze,43.7754083333,11.2562888889,F611,Firenze,Caffè Michelangiolo,Caffè Michelangiolo,
413,sculturedipiazzadellasignoria,43.7767027778,11.25945,F163,Firenze,David di Michelangelo,David of Michelangelo,David (Michelangelo)
414,dipintidiandreadelsarto,43.7705777778,11.2550722222,F145,Firenze,Madonna della Rosa,Madonna of the Rosa,
415,stradedifirenze,43.7699111111,11.2549444444,FIPOIHPC1000000553,Firenze,Via Calimaruzza,Street Calimaruzza,
416,palazzidifirenze,43.7775305556,11.2523361111,FIPOIHPC1000000832,Firenze,Edificio ex-BICA,Edificio Ex-BICA,
417,stradedifirenze,43.7664111111,11.2649138889,FIPOIHPC1000001006,Firenze,Lungarno della Zecca Vecchia,Lungarno of the Zecca Vecchia,
418,architetturemilitaridifirenze,43.7809638889,11.2492722222,F550,Firenze,Porta a Faenza,Gate to Faenza,
419,chiesedifirenze,43.7713472222,11.2617833333,F825,Firenze,Chiesa di San Pier Maggiore (Firenze),Church of Saint Pier Maggiore (Florence),
420,cenacoliafirenze,43.7783583333,11.2569972222,F787,Firenze,Cenacolo di Sant'Apollonia,Cenacolo of Saint Apollonia,
421,stradedifirenze,43.7721833333,11.2540222222,F685,Firenze,Via de' Tosinghi,Street De' Tosinghi,
422,chiostridifirenze,43.7703194444,11.2574583333,F210,Firenze,Chiostro degli Aranci,Chiostro of the Aranci,
423,stradedifirenze,43.7682,11.2579777778,FIPOIHPC1000000463,Firenze,Via de' Neri,Street De' Neri,
424,fontanedifirenze,43.7681055556,11.2499138889,F270,Firenze,Fontana dello Sprone,Fountain Dello Sprone,
425,chiesedifirenze,43.7852555556,11.2471222222,FIPOIHPC1000000652,Firenze,Chiesa del Sacro Cuore al Romito,Church of the Sacro Cuore at the Romito,
426,stradedifirenze,43.7753666667,11.2457722222,F532,Firenze,Via della Scala,Street of the Scala,
427,piazzedifirenze,43.7804138889,11.2496138889,F553,Firenze,Piazza Bambine e Bambini di Beslan,Square Bambine and Bambini of Beslan,
428,architetturedifirenze,43.7821,11.2502861111,F551,Firenze,Padiglione Spadolini,Padiglione Spadolini,
429,giardinidifirenze,43.7823666667,11.2516416667,F552,Firenze,Giardini della Fortezza,Giardini of the Fortress,
430,chiesedifirenze,43.7784583333,11.2508416667,F554,Firenze,Chiesa di San Giuliano (Firenze),Church of Saint Giuliano (Florence),
431,stradedifirenze,43.7773583333,11.252375,F558,Firenze,Via Nazionale (Firenze),Street Nazionale (Florence),
432,carceridifirenze,43.7729833333,11.2480666667,F513,Firenze,Monte di Pietà o Presto,Monte of Pietà O Presto,
433,chiesedifirenze,43.7732666667,11.2471916667,F511,Firenze,Oratorio dei Vanchetoni,Oratory of the Vanchetoni,Oratorio dei Vanchetoni
434,stradedifirenze,43.7718583333,11.2484722222,FIPOIHPC1000000695,Firenze,Via dei Fossi,Street of the Fossi,
435,chiesedifirenze,43.7713694444,11.2474027778,F507,Firenze,Chiesa Evangelica Battista (Firenze),Church Evangelica Battista (Florence),
436,palazzidifirenze,43.77225,11.2449083333,F496,Firenze,Palazzo Giuntini,Palace Giuntini,
437,palazzidifirenze,43.7708138889,11.2481611111,FIPOIHPC1000000779,Firenze,Palazzo Ricasoli,Palace Ricasoli,
