poiID,poiName_og,poiName,poiTheme_og,poiTheme,source
F764,Sede_ACI_(Firenze),ACI Headquarters (Florence),architetturedifirenze,architecture of Florence,Wikipedia
FIPOIHPC1000000432,Pia_Casa_di_Lavoro_di_Montedomini,Pious House of Work of Montedomini,ospedalidifirenze,Hospitals of Florence,Wikipedia
F723,Palazzo_Malenchini_Alberti,Malenchini Alberti Palace,palazzidifirenze,Florentine palaces,Wikipedia
F413,Chiesa_di_San_Donato_in_Scopeto,Church of Saint Donatus in Scopeto,chiesescomparsedifirenze,churches disappeared from Florence,Wikipedia
FIPOIHPC1000000436,Palazzo_dei_Cerchi,Palace of the Circles,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000437,Palazzo_Compagni,Compagni Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F259,Cappella_Barbadori,Barbadori Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F259,Cappella_Barbadori,Barbadori Chapel,dipintidipontormo,paintings by Pontormo,Wikipedia
F259,Cappella_Barbadori,Barbadori Chapel,architetturedifilippobrunelleschi,architectures by Filippo Brunelleschi,Wikipedia
FIPOIHPC1000000435,Ospedale_Bonifacio,Hospital of Boniface,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000435,Ospedale_Bonifacio,Hospital of Boniface,ospedalistoricidifirenze,historic hospitals of Florence,Wikipedia
F138,Chiesa_di_Orsanmichele,Church of Orsanmichele,orsanmichele,Orsanmichele (church),Wikipedia
F138,Chiesa_di_Orsanmichele,Church of Orsanmichele,architetturegotichedellatoscana,Gothic architectures of Tuscany,Wikipedia
F612,Palazzo_Capponi-Covoni,Capponi-Covoni Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F612,Palazzo_Capponi-Covoni,Capponi-Covoni Palace,residenzedeicapponi,Capponi residences,Wikipedia
F614,Palazzo_Bastogi,Bastogi Palace,palazzidifirenze,Florence palaces,Wikipedia
F613,Palazzo_Bartolommei_(via_Cavour),Bartolommei Palace (Via Cavour),palazzidifirenze,Florence palaces,Wikipedia
F618,Ex_convento_di_Santa_Caterina,Former Convent of Saint Catherine,chiesedifirenze,churches of Florence,Wikipedia
F618,Ex_convento_di_Santa_Caterina,Former Convent of Saint Catherine,palazzidifirenze,Palaces of Florence,Wikipedia
F646,Palazzo_Durazzo,Durazzo Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F657,Palazzo_di_Sforza_Almeni,Palace of Sforza Almeni,palazzidifirenze,Palaces of Florence,Wikipedia
F659,Palazzo_Pasqui,Pasqui Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000482,Via_de'_Macci,Via dei Macci,stradedifirenze,streets of Florence,Wikipedia
F204,Via_del_Proconsolo,Via del Proconsolo,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000480,Via_Bufalini,Via Bufalini,stradedifirenze,streets of Florence,Wikipedia
F160,Ercole_e_il_Centauro_Nesso,Hercules and the Centaur Nessus,sculturenellaloggiadeilanzi,sculpture in the Loggia dei Lanzi,Wikipedia
F160,Ercole_e_il_Centauro_Nesso,Hercules and the Centaur Nessus,operedigiambologna,works by Giambologna,Wikipedia
F160,Ercole_e_il_Centauro_Nesso,Hercules and the Centaur Nessus,scultureasoggettomitologico,sculptures with mythological subjects,Wikipedia
F160,Ercole_e_il_Centauro_Nesso,Hercules and the Centaur Nessus,sculturemarmoree,marble sculptures,Wikipedia
F224,Teatro_Verdi_(Firenze),Teatro Verdi (Florence),teatridifirenze,theatres of Florence,Wikipedia
F224,Teatro_Verdi_(Firenze),Teatro Verdi (Florence),teatrid'opera,opera houses,Wikipedia
FIPOIHPC1000000589,Via_dell'Alloro,Laurel Street,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000782,Palazzo_degli_Sporti,Palace of Sports,palazzidifirenze,Palaces of Florence (Sports),Wikipedia
FIPOIHPC1000000508,Palazzina_de'_Servi,Servi Palace,palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000509,Piccola_Casa_della_Divina_Provvidenza_(Firenze),Little House of Divine Providence (Florence),villedifirenze,Florentine Villas,Wikipedia
FIPOIHPC1000000506,Studio_Fiorentino,Florentine Studio,storiadifirenze,history of Florence,Wikipedia
FIPOIHPC1000000507,Casa_di_Andrea_del_Sarto,Andrea del Sarto's House,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000507,Casa_di_Andrea_del_Sarto,Andrea del Sarto's House,andreadelsarto,Andrea del Sarto's house,Wikipedia
FIPOIHPC1000000504,Palazzo_Marzichi-Lenzi,Marzichi-Lenzi Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000505,Palazzo_Zuccari,Zuccari Palace,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000502,Palazzo_degli_Alessandri,Palace of the Alessandri Family,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000503,Ponte_Rosso,Red Bridge,pontidifirenze,bridges of Florence,Wikipedia
F718,Palazzo_Mellini-Fossi,Mellini-Fossi Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F721,Palazzo_Bardi,Bardi Palace,palazzidifirenze,Florence palaces,Wikipedia
F710,Fontana_di_piazza_Santa_Croce,Fountain of Piazza Santa Croce,fontanedifirenze,fountains of Florence,Wikipedia
F665,Palazzo_di_Bettino_Ricasoli,Palace of Bettino Ricasoli,palazzidifirenze,Palaces of Florence,Wikipedia
F665,Palazzo_di_Bettino_Ricasoli,Palace of Bettino Ricasoli,residenzedeimedici,Medici residences,Wikipedia
F914,Villa_Schifanoia,Villa Schifanoia,villedifiesole,country estates with sun exposure,Wikipedia
FIPOIHPC1000000815,Palazzo_Corsini-Rosselli_del_Turco,Corsini-Rosselli del Turco Palace,palazzidifirenze,Florence palaces,Wikipedia
F573,Sagrestia_Vecchia,Old Sacristy,sagrestiedifirenze,sacristies of Florence,Wikipedia
F573,Sagrestia_Vecchia,Old Sacristy,architetturedifilippobrunelleschi,architectures by Filippo Brunelleschi,Wikipedia
F573,Sagrestia_Vecchia,Old Sacristy,sculturedidonatello,Donatello's sculptures,Wikipedia
F573,Sagrestia_Vecchia,Old Sacristy,basilicadisanlorenzo(firenze),Basilica di San Lorenzo (Florence),Wikipedia
F511,Oratorio_dei_Vanchetoni,Oratory of the Vanchetoni,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000789,Tabernacolo_di_San_Sisto_papa,Tabernacle of Saint Sisto Pope,tabernacolidifirenze,Tabernacles of Florence,Wikipedia
F206,Palazzo_Pazzi,Pazzi Palace,architetturerinascimentalidellatoscana,Renaissance architecture of Tuscany,Wikipedia
F206,Palazzo_Pazzi,Pazzi Palace,palazzidifirenze,Florentine palaces,Wikipedia
F526,Crocifisso_di_Santa_Maria_Novella,Crucifix of Santa Maria Novella,dipintidigiotto,paintings by Giotto,Wikipedia
F526,Crocifisso_di_Santa_Maria_Novella,Crucifix of Santa Maria Novella,dipintiafirenze,paintings of Florence,Wikipedia
F526,Crocifisso_di_Santa_Maria_Novella,Crucifix of Santa Maria Novella,crocifissidipinti,painted crucifixes,Wikipedia
F526,Crocifisso_di_Santa_Maria_Novella,Crucifix of Santa Maria Novella,basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
F615,Casa_di_Giovanni_Spadolini,House of Giovanni Spadolini,palazzidifirenze,Florentine palaces,Wikipedia
F101,Piazza_San_Giovanni_(Firenze),Saint John's Square (Florence),piazzedifirenze,squares of Florence,Wikipedia
F824,Oratorio_di_San_Tommaso_d'Aquino,Oratory of Saint Thomas Aquinas,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000139,Piazza_San_Firenze,Saint Florence Square,piazzedifirenze,Florence squares,Wikipedia
F207,Museo_di_storia_naturale_sezione_di_antropologia_ed_etnologia,"Natural History Museum, Anthropology and Ethnology Section",museidifirenze,"Museums of Florence - Natural History Museum, Anthropology and Ethnology Section",Wikipedia
F207,Museo_di_storia_naturale_sezione_di_antropologia_ed_etnologia,"Natural History Museum, Anthropology and Ethnology Section",museietnografici,ethnographic museums,Wikipedia
F207,Museo_di_storia_naturale_sezione_di_antropologia_ed_etnologia,"Natural History Museum, Anthropology and Ethnology Section",museiscientificid'italia,scientific museums of Italy,Wikipedia
F816,Stadio_Artemio_Franchi,Artemio Franchi Stadium,stadidellatoscana,Stadiums of Tuscany,Wikipedia
F816,Stadio_Artemio_Franchi,Artemio Franchi Stadium,impiantideigiochidellaxviiolimpiade,facilities for the XVII Olympic Games,Wikipedia
F816,Stadio_Artemio_Franchi,Artemio Franchi Stadium,architetturedifirenze,architecture of Florence,Wikipedia
F816,Stadio_Artemio_Franchi,Artemio Franchi Stadium,acffiorentina,ACF Fiorentina (Florence Football Club),Wikipedia
F816,Stadio_Artemio_Franchi,Artemio Franchi Stadium,impiantisportividifirenze,sports facilities of Florence,Wikipedia
F816,Stadio_Artemio_Franchi,Artemio Franchi Stadium,stadidelcampionatomondialedicalcio,stadiums of the FIFA World Cup,Wikipedia
F340,Palazzo_Tornabuoni,Tornabuoni Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F340,Palazzo_Tornabuoni,Tornabuoni Palace,residenzedeimedici,Medici residences,Wikipedia
F152,Palazzo_Vecchio,Old Palace,palazzimunicipalid'italia,municipal palaces of Italy,Wikipedia
F152,Palazzo_Vecchio,Old Palace,palazzovecchio,Old Palace,Wikipedia
F444,Chiesa_di_San_Leonardo_in_Arcetri,Church of Saint Leonard in Arcetri,chiesededicateasanleonardo,church dedicated to Saint Leonard,Wikipedia
F444,Chiesa_di_San_Leonardo_in_Arcetri,Church of Saint Leonard in Arcetri,chiesedifirenze,churches of Florence,Wikipedia
F779,Dipartimento_di_Italianistica_(Firenze),Department of Italian Studies (Florence),palazzidifirenze,Palaces of Florence,Wikipedia
F693,Palazzo_Strozzi,Strozzi Palace,architetturerinascimentalidellatoscana,Renaissance architecture of Tuscany,Wikipedia
F693,Palazzo_Strozzi,Strozzi Palace,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000396,Palazzo_dei_Vescovi_a_San_Miniato_al_Monte,Palace of the Bishops at San Miniato al Monte,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000396,Palazzo_dei_Vescovi_a_San_Miniato_al_Monte,Palace of the Bishops at San Miniato al Monte,basilicadisanminiatoalmonte,Basilica of San Miniato al Monte,Wikipedia
F251,Torre_dei_Rigaletti,Tower of the Rigaletti,torridifirenze,towers of Florence,Wikipedia
FIPOIHPC1000000853,Circolo_Teatro_del_Sale,Salt Circle Theatre,teatridifirenze,theatres of Florence,Wikipedia
FIPOIHPC1000000853,Circolo_Teatro_del_Sale,Salt Circle Theatre,ristoranti,restaurants,Wikipedia
F297,Casa_Pitti,Pitti House,palazzidifirenze,Florence palaces,Wikipedia
F890,Torre_dei_Peruzzi,Tower of the Peruzzi Family,torridifirenze,towers of Florence,Wikipedia
FIPOIHPC1000000894,Centro_di_documentazione_Matteo_Lanzoni_di_Polimoda,Matteo Lanzoni Documentation Center of Polimoda,bibliotechedifirenze,Florence's libraries,Wikipedia
F845,Borgo_Albizi,Borgo Albizi,stradedifirenze,streets of Florence,Wikipedia
F247,Via_dei_Georgofili,Street of the Georgofili,stradedifirenze,streets of Florence,Wikipedia
F744,Ex_monastero_di_Santa_Teresa,Former Monastery of Saint Teresa,monasteridifirenze,Monasteries of Florence,Wikipedia
F744,Ex_monastero_di_Santa_Teresa,Former Monastery of Saint Teresa,chiesesconsacratedifirenze,consecrated churches of Florence,Wikipedia
F744,Ex_monastero_di_Santa_Teresa,Former Monastery of Saint Teresa,chiesededicateasantateresad'avila,church dedicated to Saint Teresa of Avila,Wikipedia
F471,Porta_San_Niccolò,St. Nicholas Gate,architetturemilitaridifirenze,military architectures of Florence,Wikipedia
F238,Torre_dei_Filipetri,Tower of the Filipetri,torridifirenze,towers of Florence,Wikipedia
F895,Torre_dei_Pazzi_di_Valdarno,Tower of the Pazzi of Valdarno,torridifirenze,towers of Florence,Wikipedia
F869,Piazza_San_Pier_Maggiore,Square of Saint Pier Maggiore,piazzedifirenze,squares of Florence,Wikipedia
F153,Salone_dei_Cinquecento,Hall of Five Hundred,palazzovecchio,Old Palace,Wikipedia
F153,Salone_dei_Cinquecento,Hall of Five Hundred,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F373,Giardino_Torrigiani,Torrigiani Garden,giardinidifirenze,Gardens of Florence,Wikipedia
F324,Fontana_dell'Oceano,Ocean Fountain,fontanedifirenze,fountains of Florence,Wikipedia
F324,Fontana_dell'Oceano,Ocean Fountain,operedigiambologna,works by Giambologna,Wikipedia
F324,Fontana_dell'Oceano,Ocean Fountain,boboli,Boboli Gardens,Wikipedia
F411,Chiesa_di_San_Francesco_di_Sales_(Firenze),Church of Saint Francis de Sales (Florence),chiesedifirenze,churches of Florence,Wikipedia
F411,Chiesa_di_San_Francesco_di_Sales_(Firenze),Church of Saint Francis de Sales (Florence),chiesededicateasanfrancescodisales,Churches dedicated to Saint Francis de Sales,Wikipedia
F746,Ex_monastero_di_Santa_Verdiana,Former Monastery of Saint Verdiana,monasteridifirenze,Monasteries of Florence,Wikipedia
F746,Ex_monastero_di_Santa_Verdiana,Former Monastery of Saint Verdiana,chiesesconsacratedifirenze,consecrated churches of Florence,Wikipedia
F475,Porta_San_Miniato,Gate of San Miniato,architetturemilitaridifirenze,military architectures of Florence,Wikipedia
F458,Porta_San_Giorgio_(Firenze),St. George's Gate (Florence),architetturemilitaridifirenze,military architectures of Florence,Wikipedia
F389,Porta_San_Frediano,Gate of San Frediano,architetturemilitaridifirenze,military architectures of Florence,Wikipedia
F412,Porta_Romana_(Firenze),Roman Gate (Florence),architetturemilitaridifirenze,military architectures of Florence,Wikipedia
F159,Ratto_delle_Sabine_(Giambologna),The Rape of the Sabine Women (by Giambologna),sculturenellaloggiadeilanzi,sculptures in the Loggia dei Lanzi,Wikipedia
F159,Ratto_delle_Sabine_(Giambologna),The Rape of the Sabine Women (by Giambologna),sculturemarmoree,marble sculptures,Wikipedia
F159,Ratto_delle_Sabine_(Giambologna),The Rape of the Sabine Women (by Giambologna),sculturemanieriste,Mannerist sculptures,Wikipedia
F159,Ratto_delle_Sabine_(Giambologna),The Rape of the Sabine Women (by Giambologna),scultureasoggettomitologico,mythological subject sculpture,Wikipedia
F159,Ratto_delle_Sabine_(Giambologna),The Rape of the Sabine Women (by Giambologna),operedigiambologna,works by Giambologna,Wikipedia
F839,Museo_Stibbert,Stibbert Museum,museidifirenze,Florence museums,Wikipedia
F839,Museo_Stibbert,Stibbert Museum,pinacoteched'italia,art galleries of Italy,Wikipedia
F213,Palazzo_Columbia-Parlamento,Palace Columbia - Parliament,palazzidifirenze,Palaces of Florence,Wikipedia
F213,Palazzo_Columbia-Parlamento,Palace Columbia - Parliament,alberghidifirenze,Florence hotels,Wikipedia
FIPOIHPC1000000525,Villa_del_Garofano,Villa of the Carnation,villedifiesole,Villas of Fiesole,Wikipedia
F121,Cupola_del_Brunelleschi,Brunelleschi's Dome,architetturedifirenze,architecture of Florence,Wikipedia
F121,Cupola_del_Brunelleschi,Brunelleschi's Dome,architetturerinascimentalidellatoscana,Renaissance architecture of Tuscany,Wikipedia
F121,Cupola_del_Brunelleschi,Brunelleschi's Dome,architetturedifilippobrunelleschi,architectures by Filippo Brunelleschi,Wikipedia
F121,Cupola_del_Brunelleschi,Brunelleschi's Dome,cattedraledisantamariadelfiore,Cathedral of Santa Maria del Fiore,Wikipedia
F121,Cupola_del_Brunelleschi,Brunelleschi's Dome,cupole,domes,Wikipedia
F894,Torri_di_Corso_Donati,Towers of Corso Donati,torridifirenze,Towers of Florence,Wikipedia
F519,Cappella_Gondi,Gondi Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F519,Cappella_Gondi,Gondi Chapel,basilicadisantamarianovella,Basilica di Santa Maria Novella,Wikipedia
F519,Cappella_Gondi,Gondi Chapel,architetturedigiulianodasangallo,architectural works by Giuliano da Sangallo,Wikipedia
F620,Teatro_Standish,Standish Theatre,teatridifirenze,theatres of Florence,Wikipedia
F629,Cappella_Salviati,Salviati Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F629,Cappella_Salviati,Salviati Chapel,basilicadisanmarco(firenze),Basilica di San Marco (Florence),Wikipedia
FIPOIHPC1000000617,Istituto_Tecnico_per_Geometri_Gaetano_Salvemini,Gaetano Salvemini Technical Institute for Surveyors,scuoledifirenze,schools of Florence,Wikipedia
F630,Museo_nazionale_di_San_Marco,National Museum of San Marco,museonazionaledisanmarco,National Museum of San Marco,Wikipedia
F630,Museo_nazionale_di_San_Marco,National Museum of San Marco,museidiartesacra,museums of sacred art,Wikipedia
F630,Museo_nazionale_di_San_Marco,National Museum of San Marco,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F630,Museo_nazionale_di_San_Marco,National Museum of San Marco,pinacoteched'italia,national galleries of Italy,Wikipedia
F630,Museo_nazionale_di_San_Marco,National Museum of San Marco,architetturedimichelozzo,architectures by Michelozzo,Wikipedia
F893,Torre_dei_Bagnesi,Tower of the Bathhouses,torridifirenze,Florence towers,Wikipedia
FIPOIHPC1000000968,Centro_di_documentazione_Cultura_della_Legalità_Democratica,Documentation Center for the Culture of Democratic Legality,lottaallamafia,fight against the mafia,Wikipedia
FIPOIHPC1000000968,Centro_di_documentazione_Cultura_della_Legalità_Democratica,Documentation Center for the Culture of Democratic Legality,terrorismoinitalia,Terrorism in Italy,Wikipedia
FIPOIHPC1000000968,Centro_di_documentazione_Cultura_della_Legalità_Democratica,Documentation Center for the Culture of Democratic Legality,documentazione,documentation,Wikipedia
FIPOIHPC1000000968,Centro_di_documentazione_Cultura_della_Legalità_Democratica,Documentation Center for the Culture of Democratic Legality,bibliotechedifirenze,Florence's libraries,Wikipedia
FIPOIHPC1000000969,Teatro_di_via_dell'Acqua,Theatre on Via dell'Acqua,teatridifirenze,theatres of Florence,Wikipedia
FIPOIHPC1000000969,Teatro_di_via_dell'Acqua,Theatre on Via dell'Acqua,architetturescomparsedifirenze,lost architectures of Florence,Wikipedia
F680,Mercato_Vecchio,Old Market,architetturescomparsedifirenze,lost architectures of Florence,Wikipedia
F680,Mercato_Vecchio,Old Market,mercatidifirenze,markets of Florence,Wikipedia
F233,Piazza_dei_Giudici,Judges' Square,piazzedifirenze,Florence squares,Wikipedia
FIPOIHPC1000000802,Palazzo_Gherardi_Uguccioni,Gherardi-Uguccioni Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000914,Palazzo_Rinuccini_(via_de'_Cimatori),Rinuccini Palace (Via de' Cimatori),palazzidifirenze,Florentine palaces,Wikipedia
F217,Tempio_di_Iside_(Firenze),Temple of Isis (Florence),sitiarcheologicidellaprovinciadifirenze,archaeological sites of the province of Florence,Wikipedia
F217,Tempio_di_Iside_(Firenze),Temple of Isis (Florence),architetturescomparsedifirenze,lost architectures of Florence,Wikipedia
F216,Chiesa_di_San_Fiorenzo,Church of Saint Lawrence,chiesescomparsedifirenze,churches compared of Florence,Wikipedia
F216,Chiesa_di_San_Fiorenzo,Church of Saint Lawrence,chiesededicateasanfiorenzo,churches dedicated to Saint Lawrence,Wikipedia
F883,Torre_dei_Della_Bella,Tower of the Della Bella Family,torridifirenze,towers of Florence,Wikipedia
F640,Museo_archeologico_nazionale_di_Firenze,National Archaeological Museum of Florence,museoarcheologiconazionaledifirenze,National Archaeological Museum of Florence,Wikipedia
F640,Museo_archeologico_nazionale_di_Firenze,National Archaeological Museum of Florence,museiarcheologicid'italia,archaeological museums of Italy,Wikipedia
F640,Museo_archeologico_nazionale_di_Firenze,National Archaeological Museum of Florence,museietruschi,Etruscan Museums,Wikipedia
F137,Chiesa_di_Santa_Maria_Nepotecosa,Church of Santa Maria Nepotecosa,chiesescomparsedifirenze,lost churches of Florence,Wikipedia
F137,Chiesa_di_Santa_Maria_Nepotecosa,Church of Santa Maria Nepotecosa,edificidicultodedicatiamaria,buildings dedicated to Mary,Wikipedia
FIPOIHPC1000000912,Chiesa_di_Santa_Maria_degli_Alberighi,Church of Santa Maria degli Alberighi,chiesescomparsedifirenze,lost churches of Florence,Wikipedia
FIPOIHPC1000000912,Chiesa_di_Santa_Maria_degli_Alberighi,Church of Santa Maria degli Alberighi,edificidicultodedicatiamaria,buildings dedicated to Mary,Wikipedia
F622,Farmacia_di_San_Marco,Pharmacy of San Marco,architetturedifirenze,architecture of Florence,Wikipedia
F622,Farmacia_di_San_Marco,Pharmacy of San Marco,basilicadisanmarco(firenze),Basilica di San Marco (Florence),Wikipedia
F740,Fontana_dell'Agnellino,Fountain of the Lamb,fontanedifirenze,Fountains of Florence,Wikipedia
FIPOIHPC1000000511,Via_Gino_Capponi,Gino Capponi Street,stradedifirenze,streets of Florence,Wikipedia
F732,Palazzo_Peruzzi-Bourbon_del_Monte,Peruzzi-Bourbon del Monte Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F725,Arco_dei_Peruzzi,Arch of the Peruzzi Family,archidifirenze,Peruzzi Family Arch,Wikipedia
F700,Palazzo_Pola_e_Todescan,Palazzo Pola e Todescan Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000688,Palazzo_Giugni_(via_della_Condotta),Giugni Palace (Via della Condotta),palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000760,Palazzo_Medici_Tornaquinci,Medici-Tornaquinci Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000510,Chiesa_dei_Santi_Francesco_e_Chiara,Church of Saints Francis and Clare,chiesedifirenze,churches of Florence,Wikipedia
FIPOIHPC1000000685,Biblioteca_delle_Oblate,Library of the Oblates,bibliotechedifirenze,Florence libraries,Wikipedia
FIPOIHPC1000000684,Palazzo_Bastogi_(via_dell'Oriuolo),Bastogi Palace (Via dell'Oriuolo),palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000684,Palazzo_Bastogi_(via_dell'Oriuolo),Bastogi Palace (Via dell'Oriuolo),bibliotechedifirenze,Florence City Library,Wikipedia
FIPOIHPC1000000687,Palazzo_delle_Farine,Palace of Flour,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000686,Villa_Coppini,Villa Coppini,villedifirenze,Florentine villas,Wikipedia
F223,Palazzo_Gherardi,Gherardi Palace,palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000680,Via_Faentina,Faentina Street,stradedifirenze,Street of Florence,Wikipedia
FIPOIHPC1000000683,Villa_Sassetti,Villa Sassetti,villedifirenze,Florentine villas,Wikipedia
FIPOIHPC1000000683,Villa_Sassetti,Villa Sassetti,residenzedeicapponi,residences of the Capponi family,Wikipedia
FIPOIHPC1000000682,Villa_Natalia,Villa Natalia,villedifirenze,Florentine Villas,Wikipedia
FIPOIHPC1000001021,Ponte_della_tramvia,Tramway Bridge,pontidifirenze,Florence Tramway Bridge,Wikipedia
F616,Palazzo_Vettori,Vettori Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F485,Chiesa_di_Santa_Lucia_dei_Magnoli,Church of Saint Lucy of the Magnolis,chiesededicateasantalucia,church dedicated to Saint Lucy,Wikipedia
F485,Chiesa_di_Santa_Lucia_dei_Magnoli,Church of Saint Lucy of the Magnolis,chiesedifirenze,churches of Florence,Wikipedia
F807,Chiesa_di_Santa_Maria_Maddalena_dei_Pazzi,Church of Saint Mary Magdalene of the Pazzi,chiesedifirenze,churches of Florence,Wikipedia
F807,Chiesa_di_Santa_Maria_Maddalena_dei_Pazzi,Church of Saint Mary Magdalene of the Pazzi,chiesededicateasantamariamaddalenadeipazzi,church dedicated to Saint Mary Magdalene of the Pazzi,Wikipedia
F807,Chiesa_di_Santa_Maria_Maddalena_dei_Pazzi,Church of Saint Mary Magdalene of the Pazzi,architetturedigiulianodasangallo,architecture by Giuliano da Sangallo,Wikipedia
F795,Chiesa_di_San_Francesco_di_Paola_(Firenze),Church of Saint Francis of Paola (Florence),chiesedifirenze,churches of Florence,Wikipedia
F795,Chiesa_di_San_Francesco_di_Paola_(Firenze),Church of Saint Francis of Paola (Florence),chiesededicateasanfrancescodipaola,churches dedicated to Saint Francis of Paola,Wikipedia
F287,Chiesa_di_San_Carlo_dei_Barnabiti,Church of Saint Charles Borromeo of the Barnabites,chiesedifirenze,churches of Florence,Wikipedia
F287,Chiesa_di_San_Carlo_dei_Barnabiti,Church of Saint Charles Borromeo of the Barnabites,chiesebarnabitiche,Barnabite churches,Wikipedia
F287,Chiesa_di_San_Carlo_dei_Barnabiti,Church of Saint Charles Borromeo of the Barnabites,chiesesconsacratedifirenze,churches consecrated in Florence,Wikipedia
F287,Chiesa_di_San_Carlo_dei_Barnabiti,Church of Saint Charles Borromeo of the Barnabites,chiesededicateasancarloborromeo,church dedicated to Saint Charles Borromeo,Wikipedia
F385,Piazza_San_Felice_in_Piazza,Square of Saint Felix in Piazza,piazzedifirenze,squares of Florence,Wikipedia
F794,Chiesa_di_Santa_Maria_al_Pignone,Church of Santa Maria al Pignone,chiesedifirenze,churches of Florence,Wikipedia
F794,Chiesa_di_Santa_Maria_al_Pignone,Church of Santa Maria al Pignone,edificidicultodedicatiamaria,buildings dedicated to Mary,Wikipedia
F793,Cimitero_monumentale_ebraico_di_Firenze,Monumental Jewish Cemetery of Florence,cimiteridifirenze,cemeteries of Florence,Wikipedia
F793,Cimitero_monumentale_ebraico_di_Firenze,Monumental Jewish Cemetery of Florence,cimiteridismessi,Messianic Cemeteries,Wikipedia
F793,Cimitero_monumentale_ebraico_di_Firenze,Monumental Jewish Cemetery of Florence,cimiterimonumentali,monumental cemeteries,Wikipedia
F793,Cimitero_monumentale_ebraico_di_Firenze,Monumental Jewish Cemetery of Florence,cimiteriebraicid'italia,Jewish cemeteries of Italy,Wikipedia
F597,Via_Panicale,Panicale Street,stradedifirenze,streets of Florence,Wikipedia
F419,Giardino_del_Bobolino,Boboli Gardens,giardinidifirenze,Gardens of Florence,Wikipedia
F396,Ponte_Amerigo_Vespucci,Amerigo Vespucci Bridge,pontidifirenze,bridges of Florence,Wikipedia
F290,Via_Santo_Spirito,Holy Spirit Street,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000897,Via_de'_Pecori,Street of the Sheep,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000994,Palazzo_Piccioli,Piccioli Palace,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000450,Monumento_a_Garibaldi_(Firenze),Monument to Garibaldi (Florence),monumentidifirenze,Monuments of Florence,Wikipedia
FIPOIHPC1000000450,Monumento_a_Garibaldi_(Firenze),Monument to Garibaldi (Florence),sculturebronzee,bronze sculptures,Wikipedia
F517,Basilica_di_Santa_Maria_Novella,Basilica of Santa Maria Novella,basilicadisantamarianovella,Basilica of Santa Maria Novella,Wikipedia
F517,Basilica_di_Santa_Maria_Novella,Basilica of Santa Maria Novella,basilichedifirenze,Basilica of Florence,Wikipedia
F517,Basilica_di_Santa_Maria_Novella,Basilica of Santa Maria Novella,monumentinazionaliitaliani,Italian national monuments,Wikipedia
F517,Basilica_di_Santa_Maria_Novella,Basilica of Santa Maria Novella,architetturedileonbattistaalberti,architectures by Leon Battista Alberti,Wikipedia
F517,Basilica_di_Santa_Maria_Novella,Basilica of Santa Maria Novella,edificidicultodedicatiamaria,buildings dedicated to Mary,Wikipedia
F517,Basilica_di_Santa_Maria_Novella,Basilica of Santa Maria Novella,chiesedomenicane,Dominican churches,Wikipedia
F608,Cappella_dei_Magi,Chapel of the Magi,arterinascimentale,early Renaissance,Wikipedia
